id,name,ownerAgencyName,successors,leadingBusinessCapability,businessCriticality,functionalFit,technicalFit,lifecycle:plan,lifecycle:active,lifecycle:endOfLife,timeTag,hostingTypeTag,majorInformationSystemsTag
ff0c83cc-991d-4c9f-975b-d7afe6b4c714,Visual Urban,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessOperational,adequate,adequate,,,,Invest,@On Premise,
c20719d2-ad50-402c-9f08-1ae72e18ff82,PVL - REB - AOAO Condominium Association Registrations,Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,,Customer/Citizen Relationships / Self Service,businessCritical,adequate,adequate,,2003-04-03,,Invest,Co-Located,
b1299a06-d7f6-4d9f-a50f-e60297bc683a,"Women, Infant Child (WIC) Food vouchering system (HiWIC)",Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Family Health Services,missionCritical,adequate,adequate,,2017-06-23,,Invest,SaaS,
dd730f23-91a5-4682-a0d5-42d9c68fc4fa,DOH Clean Air Management Information Systems,Health (Dept) / Environmental Health Administration,,Department Budget Areas / Health / Environmental Management and Health Services,businessCritical,adequate,adequate,,2017-06-23,,Invest,SaaS,
ad6a9d62-cb46-499b-83c1-43ccb2789753,DOH Medical Marijuana Inventory Tracking System,Health (Dept) / Health Resources Administration,,Department Budget Areas / Health / Health Related Quality Assurance and Control,businessOperational,adequate,adequate,,2017-06-23,,Invest,SaaS,
7e844461-a1bb-4541-a0de-dd510e7b4b09,"IBM Personal Communications version 5 /
Client Access",Transportation (Dept) / Highways Division,,Government Wide Support / Human Resources,missionCritical,adequate,poor,,,,Migrate,@On Premise,
b1948abe-36ca-4c7b-87f8-9116a36d4cf5,InRoads/InRoads Survey,Transportation (Dept) / Highways Division,,Department Budget Areas / Transportation / Transportation Delivery,businessCritical,adequate,adequate,,,,Invest,@On Premise,
0829a514-b488-41c9-a8cc-5ff991146332,TARS,Transportation (Dept) / Highways Division,SHACA,Department Budget Areas / Transportation / Transportation Operations,businessCritical,insufficient,insufficient,,1996-01-01,2021-10-15,Migrate,@On Premise,
44878119-fd92-449d-bd69-b5eff261b1d1,DOH Adult Mental Health Management Information System,Health (Dept) / Behavioral Health Administration,,Department Budget Areas / Health / Behavioral Health - Case Management,missionCritical,adequate,insufficient,,2017-06-23,,Migrate,SaaS,
e080e57b-5809-4752-ba5f-5a33bf2031d7,DOH Alcohol Drug Abuse Management Information System,Health (Dept) / Behavioral Health Administration,,Department Budget Areas / Health / Behavioral Health - Case Management,businessCritical,insufficient,insufficient,,2017-06-23,,Migrate,SaaS,
e7c7867a-e112-4150-b9fe-1fef84746364,HiMod Financial Management System (FMS),Accounting & General Services (Dept) / Accounting Division,,Government Wide Support / Financial Management / Comprehensive or Multi-Purpose FMS,businessCritical,excellent,excellent,2019-07-01,2023-07-21,,Invest,,Major Information Systems
2754e4ed-cc09-4bb1-8154-12c18df9b189,ABIS - Automated Biometric Identification System,Attorney General (Dept) / Hawaii Criminal Justice Data Center,,Department Budget Areas / Public Safety,missionCritical,adequate,adequate,,,,Invest,,
c7dcc3ea-e906-4c1c-ade4-ece4e0b60f59,Account Information System (AIS),Attorney General (Dept),,,businessCritical,adequate,adequate,,,,Invest,,
139e41dc-613f-433b-8876-174559325b21,PVL - Applicant/ Licensee Integrated Automated System (ALIAS),Commerce & Consumer Affairs (Dept) / Professional & Vocational Licensing Division,,Department Budget Areas / Individual Rights / Licensing/Permitting,missionCritical,adequate,poor,,,,Migrate,@On Premise,
ccc506a2-e055-412c-8b96-6981f66a481f,AIR AIRMIS21,Transportation (Dept) / Airports Division,,Government Wide Support / Financial Management / Accounting,missionCritical,adequate,adequate,2003-08-29,2004-07-01,,Invest,@On Premise,
e4957d33-b027-4aea-8855-5b9499295ecb,BUF - FAD - Treasury Application,Budget & Finance (Dept) / Financial Administration Division,,Government Wide Support / Financial Management / Financing,missionCritical,insufficient,insufficient,,2000-01-03,,Migrate,Co-Located,
cc77af9d-a9e3-45ce-8846-3cbbc89ff800,Campaign Spending Commission Candidate Filing,Accounting & General Services (Dept) / Campaign Spending Commission,,Government Wide Support / Policy Development,businessCritical,adequate,adequate,,,,Invest,Co-Located,
13b18b07-a77e-4c69-ba0d-0a30ad669121,OpenText Captiva Capture,Taxation (Dept),,Government Wide Support / Information Technology / Document Management,missionCritical,adequate,excellent,,2016-01-01,,Invest,Co-Located,
16e03830-6fd4-4b3f-89bb-e45f1663ec73,DOT-ADMIN: DOT Document Management System,Transportation (Dept) / Admin Division,,Government Wide Support / Information Technology / Document Management,businessCritical,adequate,excellent,,2012-11-25,,Invest,@On Premise,
fe2c0e15-dfa4-4440-8eb6-f2fa12f5a560,Decision Support System (DSS),Attorney General (Dept) / Child Support Enforcement Agency,,Government Wide Support / Information Technology / Business Intelligence,businessCritical,adequate,adequate,,,,Invest,@On Premise,
9d349c08-d5af-4980-a016-47e1e88f8583,Emergency Duty Orders Publishing System (EDOPS),Defense (Dept) / Joint Staff,State Active Duty Personnel and Logistics,,businessCritical,insufficient,poor,,2007-01-01,,Migrate,@On Premise,
c8b97e87-ca2a-43d3-8e56-66ae8b558adc,BUF - EUTF - Health Benefits Administration System (BAS),Budget & Finance (Dept) / Employer-Union Health Trust Fund,BUF - EUTF - Health Benefits Administration System (BAS) (Upcoming),Government Wide Support / Employee Benefits,businessCritical,insufficient,adequate,,,,Tolerate,IaaS,Major Information Systems
597d691a-59c2-427d-9a41-c9374f6f867c,BUF - EUTF - Health Benefits Administration System (BAS) (Upcoming),Budget & Finance (Dept) / Employer-Union Health Trust Fund,,Government Wide Support / Employee Benefits,businessCritical,excellent,excellent,,,,Invest,TBD - Future,Major Information Systems
1c1c94cb-0260-4720-b4c5-be887f544932,DataMart,Accounting & General Services (Dept) / Accounting Division,,Government Wide Support / Financial Management / Financial Reporting,businessCritical,insufficient,insufficient,,2019-01-01,2023-01-01,Migrate,@On Premise,Major Information Systems
e7353139-b762-4e50-94e2-a26881ea4f4a,GenTax Integrated Tax Processing Application,Taxation (Dept),,Government Wide Support / Tax,missionCritical,excellent,excellent,,2016-08-09,,Invest,Co-Located,Major Information Systems
11429535-9be2-46c3-ae86-107b2d829c6a,Genesys Call Center Software,Taxation (Dept),,Customer/Citizen Relationships / Call Center Support,missionCritical,adequate,excellent,,2016-01-01,,Invest,Co-Located,
de65a52c-9aa3-47cb-9e1f-eae15b2a2329,HiMod Statewide Payroll,Accounting & General Services (Dept) / Accounting Division,,Government Wide Support / Financial Management / Payment Processing,missionCritical,adequate,adequate,,2019-01-01,,Invest,@On Premise,
d2f62c5a-ed0c-48e1-b152-9f3be301bfeb,Juvenile Justice information System (JJIS),Attorney General (Dept) / Crime Prevention & Justice Administration Division,,Department Budget Areas / Public Safety,missionCritical,excellent,excellent,1982-01-01,1997-02-14,,Invest,,Major Information Systems
d0238753-2b42-4bc0-ae0d-ca32553bf71d,Lights Out Transaction Controller (LOTC),Attorney General (Dept) / Hawaii Criminal Justice Data Center,,,missionCritical,adequate,adequate,,2007-04-01,,Invest,,
127a4109-083f-42cf-81e8-716f30c3c1db,State Active Duty Personnel and Logistics,Defense (Dept) / Administrative Support Office,,Government Wide Support / Human Resources,businessCritical,adequate,excellent,2019-03-01,2020-05-01,,Invest,SaaS,
eed49365-9f6b-4e26-b1e4-03b9857cf2c6,Port Hawaii Information Management System (PHIMS) Modernization,Transportation (Dept) / Harbors Division,,Department Budget Areas / Transportation / Transportation Operations,missionCritical,excellent,excellent,2019-01-01,2021-08-01,,Invest,Hosted,Major Information Systems
3fc16446-a54e-4883-8159-fbd769bd9ad4,Vocational Rehabilitation,Human Services (Dept) / Division of Vocational Rehabilitation,,Department Budget Areas / Social Services / HS - Case Management,missionCritical,adequate,adequate,,2019-01-01,2023-01-01,Invest,SaaS,
